date,week,year,month,quarter,product_category,region,units_sold,revenue,avg_price,is_holiday_week
2021-09-03,36,2021,9,3,Electronics,South,1,3635.7,450,0
2021-09-03,36,2021,9,3,Electronics,East,16,4512.06,450,0
2021-09-03,36,2021,9,3,Electronics,West,15,4867.96,450,0
2021-09-03,36,2021,9,3,Electronics,Central,16,4337.12,450,0
2021-09-03,36,2021,9,3,Clothing,North,36,2827.99,85,0
2021-09-03,36,2021,9,3,Clothing,South,16,2120.54,85,0
2021-09-03,36,2021,9,3,Clothing,East,22,2264.69,85,0
2021-09-03,36,2021,9,3,Clothing,West,36,3176.73,85,0
2021-09-03,36,2021,9,3,Clothing,Central,26,2021.35,85,0
2021-09-03,36,2021,9,3,Home_Appliances,North,15,2230.92,320,0
2021-09-03,36,2021,9,3,Home_Appliances,South,6,1794.64,320,0
2021-09-03,36,2021,9,3,Home_Appliances,East,1,1972.7,320,0
2021-09-03,36,2021,9,3,Home_Appliances,West,7,2301.86,320,0
2021-09-03,36,2021,9,3,Home_Appliances,Central,1,1732.3,320,0
2021-09-03,36,2021,9,3,Food_Beverages,North,99,3490.48,35,0
2021-09-03,36,2021,9,3,Food_Beverages,South,87,2921.65,35,0
2021-09-03,36,2021,9,3,Food_Beverages,East,100,3787.77,35,0
2021-09-03,36,2021,9,3,Food_Beverages,West,116,4199.78,35,0
2021-09-03,36,2021,9,3,Food_Beverages,Central,101,3326.18,35,0
2021-09-03,36,2021,9,3,Furniture,North,2,1134.38,580,0
2021-09-03,36,2021,9,3,Furniture,South,5,1154.81,580,0
2021-09-03,36,2021,9,3,Furniture,East,1,1323.19,580,0
2021-09-03,36,2021,9,3,Furniture,West,1,1444.69,580,0
2021-09-03,36,2021,9,3,Furniture,Central,2,1241.36,580,0
2021-09-10,37,2021,9,3,Electronics,North,12,5620.25,450,0
2021-09-10,37,2021,9,3,Electronics,South,1,3913.72,450,0
2021-09-10,37,2021,9,3,Electronics,East,1,3917.62,450,0
2021-09-10,37,2021,9,3,Electronics,West,14,5408.43,450,0
2021-09-10,37,2021,9,3,Electronics,Central,11,3343.71,450,0
2021-09-10,37,2021,9,3,Clothing,North,31,2575.2,85,0
2021-09-10,37,2021,9,3,Clothing,South,36,2711.09,85,0
2021-09-10,37,2021,9,3,Clothing,East,25,2504.36,85,0
2021-09-10,37,2021,9,3,Clothing,West,24,2419.35,85,0
2021-09-10,37,2021,9,3,Clothing,Central,20,2151.17,85,0
2021-09-10,37,2021,9,3,Home_Appliances,North,7,2399.79,320,0
2021-09-10,37,2021,9,3,Home_Appliances,South,3,2050.24,320,0
2021-09-10,37,2021,9,3,Home_Appliances,East,9,2349.49,320,0
2021-09-10,37,2021,9,3,Home_Appliances,West,14,2428.51,320,0
2021-09-10,37,2021,9,3,Home_Appliances,Central,6,1965.22,320,0
2021-09-10,37,2021,9,3,Food_Beverages,North,124,4310.37,35,0
2021-09-10,37,2021,9,3,Food_Beverages,South,110,3831.87,35,0
2021-09-10,37,2021,9,3,Food_Beverages,East,107,3702.14,35,0
2021-09-10,37,2021,9,3,Food_Beverages,West,117,4089.0,35,0
2021-09-10,37,2021,9,3,Food_Beverages,Central,94,3330.61,35,0
2021-09-10,37,2021,9,3,Furniture,North,1,1460.77,580,0
2021-09-10,37,2021,9,3,Furniture,South,2,1209.05,580,0
2021-09-10,37,2021,9,3,Furniture,East,1,1428.28,580,0
2021-09-10,37,2021,9,3,Furniture,West,1,1762.28,580,0
2021-09-10,37,2021,9,3,Furniture,Central,4,1324.13,580,0
2021-09-17,38,2021,9,3,Electronics,North,19,4966.37,450,0
2021-09-17,38,2021,9,3,Electronics,South,13,4034.92,450,0
2021-09-17,38,2021,9,3,Electronics,East,8,5387.6,450,0
2021-09-17,38,2021,9,3,Electronics,West,12,6256.83,450,0
2021-09-17,38,2021,9,3,Electronics,Central,11,4390.36,450,0
2021-09-17,38,2021,9,3,Clothing,North,38,2929.13,85,0
2021-09-17,38,2021,9,3,Clothing,South,23,2747.98,85,0
2021-09-17,38,2021,9,3,Clothing,East,28,3139.8,85,0
2021-09-17,38,2021,9,3,Clothing,West,46,3478.39,85,0
2021-09-17,38,2021,9,3,Clothing,Central,23,2161.11,85,0
2021-09-17,38,2021,9,3,Home_Appliances,North,6,2419.23,320,0
2021-09-17,38,2021,9,3,Home_Appliances,South,10,2218.72,320,0
2021-09-17,38,2021,9,3,Home_Appliances,East,15,2782.42,320,0
2021-09-17,38,2021,9,3,Home_Appliances,West,7,2767.98,320,0
2021-09-17,38,2021,9,3,Home_Appliances,Central,1,1823.62,320,0
2021-09-17,38,2021,9,3,Food_Beverages,North,137,4543.23,35,0
2021-09-17,38,2021,9,3,Food_Beverages,South,90,3262.06,35,0
2021-09-17,38,2021,9,3,Food_Beverages,East,116,4033.56,35,0
2021-09-17,38,2021,9,3,Food_Beverages,West,126,4360.36,35,0
2021-09-17,38,2021,9,3,Food_Beverages,Central,94,3312.95,35,0
2021-09-17,38,2021,9,3,Furniture,North,2,1664.54,580,0
2021-09-17,38,2021,9,3,Furniture,South,1,1328.58,580,0
2021-09-17,38,2021,9,3,Furniture,East,1,1515.7,580,0
2021-09-17,38,2021,9,3,Furniture,West,10,1713.29,580,0
2021-09-17,38,2021,9,3,Furniture,Central,1,1375.57,580,0
2021-09-24,39,2021,9,3,Electronics,North,9,5095.41,450,0
2021-09-24,39,2021,9,3,Electronics,South,12,4629.06,450,0
2021-09-24,39,2021,9,3,Electronics,East,12,4554.77,450,0
2021-09-24,39,2021,9,3,Electronics,West,4,4626.15,450,0
2021-09-24,39,2021,9,3,Electronics,Central,8,3463.3,450,0
2021-09-24,39,2021,9,3,Clothing,North,47,3067.42,85,0
2021-09-24,39,2021,9,3,Clothing,South,31,2443.17,85,0
2021-09-24,39,2021,9,3,Clothing,East,21,2098.84,85,0
2021-09-24,39,2021,9,3,Clothing,West,28,2703.61,85,0
2021-09-24,39,2021,9,3,Clothing,Central,22,2129.15,85,0
2021-09-24,39,2021,9,3,Home_Appliances,North,10,2007.75,320,0
2021-09-24,39,2021,9,3,Home_Appliances,South,7,1861.3,320,0
2021-09-24,39,2021,9,3,Home_Appliances,East,3,2709.18,320,0
2021-09-24,39,2021,9,3,Home_Appliances,West,5,2116.07,320,0
2021-09-24,39,2021,9,3,Home_Appliances,Central,16,2186.79,320,0
2021-09-24,39,2021,9,3,Food_Beverages,North,107,3669.55,35,0
2021-09-24,39,2021,9,3,Food_Beverages,South,95,3360.06,35,0
2021-09-24,39,2021,9,3,Food_Beverages,East,127,4724.52,35,0
2021-09-24,39,2021,9,3,Food_Beverages,West,131,4513.57,35,0
2021-09-24,39,2021,9,3,Food_Beverages,Central,105,3671.73,35,0
2021-09-24,39,2021,9,3,Furniture,North,1,1500.97,580,0
2021-09-24,39,2021,9,3,Furniture,South,1,1296.67,580,0
2021-09-24,39,2021,9,3,Furniture,East,1,1472.05,580,0
2021-09-24,39,2021,9,3,Furniture,West,2,1642.35,580,0
2021-09-24,39,2021,9,3,Furniture,Central,2,1332.95,580,0
2021-10-01,40,2021,10,4,Electronics,North,14,3718.29,450,0
2021-10-01,40,2021,10,4,Electronics,South,4,3461.46,450,0
2021-10-01,40,2021,10,4,Electronics,East,15,3987.99,450,0
2021-10-01,40,2021,10,4,Electronics,West,24,3975.73,450,0
2021-10-01,40,2021,10,4,Electronics,Central,10,4044.92,450,0
2021-10-01,40,2021,10,4,Clothing,North,28,2343.03,85,0
2021-10-01,40,2021,10,4,Clothing,South,28,2159.97,85,0
2021-10-01,40,2021,10,4,Clothing,East,28,2382.45,85,0
2021-10-01,40,2021,10,4,Clothing,West,28,2523.04,85,0
2021-10-01,40,2021,10,4,Clothing,Central,27,1881.02,85,0
2021-10-01,40,2021,10,4,Home_Appliances,North,1,2296.71,320,0
2021-10-01,40,2021,10,4,Home_Appliances,South,7,2012.18,320,0
2021-10-01,40,2021,10,4,Home_Appliances,East,4,2075.26,320,0
2021-10-01,40,2021,10,4,Home_Appliances,West,12,2600.82,320,0
2021-10-01,40,2021,10,4,Home_Appliances,Central,7,1627.42,320,0
2021-10-01,40,2021,10,4,Food_Beverages,North,95,3588.57,35,0
2021-10-01,40,2021,10,4,Food_Beverages,South,94,3167.2,35,0
2021-10-01,40,2021,10,4,Food_Beverages,East,117,4027.25,35,0
2021-10-01,40,2021,10,4,Food_Beverages,West,130,4486.03,35,0
2021-10-01,40,2021,10,4,Food_Beverages,Central,87,2985.23,35,0
2021-10-01,40,2021,10,4,Furniture,North,6,1431.45,580,0
2021-10-01,40,2021,10,4,Furniture,South,5,1295.97,580,0
2021-10-01,40,2021,10,4,Furniture,East,7,1316.87,580,0
2021-10-01,40,2021,10,4,Furniture,West,1,1453.62,580,0
2021-10-01,40,2021,10,4,Furniture,Central,1,1073.03,580,0
2021-10-08,41,2021,10,4,Electronics,North,9,4579.55,450,0
2021-10-08,41,2021,10,4,Electronics,South,7,3871.34,450,0
2021-10-08,41,2021,10,4,Electronics,East,9,3871.74,450,0
2021-10-08,41,2021,10,4,Electronics,West,7,5290.98,450,0
2021-10-08,41,2021,10,4,Electronics,Central,14,4231.57,450,0
2021-10-08,41,2021,10,4,Clothing,North,23,2283.4,85,0
2021-10-08,41,2021,10,4,Clothing,South,20,2120.64,85,0
2021-10-08,41,2021,10,4,Clothing,East,31,2746.96,85,0
2021-10-08,41,2021,10,4,Clothing,West,23,2848.39,85,0
2021-10-08,41,2021,10,4,Clothing,Central,21,2336.41,85,0
2021-10-08,41,2021,10,4,Home_Appliances,North,9,2437.6,320,0
2021-10-08,41,2021,10,4,Home_Appliances,South,1,2366.98,320,0
2021-10-08,41,2021,10,4,Home_Appliances,East,6,1711.46,320,0
2021-10-08,41,2021,10,4,Home_Appliances,West,15,3006.23,320,0
2021-10-08,41,2021,10,4,Home_Appliances,Central,3,2026.53,320,0
2021-10-08,41,2021,10,4,Food_Beverages,North,118,4332.29,35,0
2021-10-08,41,2021,10,4,Food_Beverages,South,107,3670.9,35,0
2021-10-08,41,2021,10,4,Food_Beverages,East,134,4228.1,35,0
2021-10-08,41,2021,10,4,Food_Beverages,West,128,4569.95,35,0
2021-10-08,41,2021,10,4,Food_Beverages,Central,86,3325.1,35,0
2021-10-08,41,2021,10,4,Furniture,North,1,1393.84,580,0
2021-10-08,41,2021,10,4,Furniture,South,2,1212.88,580,0
2021-10-08,41,2021,10,4,Furniture,East,7,1311.37,580,0
2021-10-08,41,2021,10,4,Furniture,West,2,1611.52,580,0
2021-10-08,41,2021,10,4,Furniture,Central,2,1169.28,580,0
2021-10-15,42,2021,10,4,Electronics,North,8,5620.9,450,0
2021-10-15,42,2021,10,4,Electronics,South,8,4306.13,450,0
2021-10-15,42,2021,10,4,Electronics,East,5,4512.01,450,0
2021-10-15,42,2021,10,4,Electronics,West,16,5581.36,450,0
2021-10-15,42,2021,10,4,Electronics,Central,10,4433.91,450,0
2021-10-15,42,2021,10,4,Clothing,North,36,3200.78,85,0
2021-10-15,42,2021,10,4,Clothing,South,31,2681.66,85,0
2021-10-15,42,2021,10,4,Clothing,East,31,2924.05,85,0
2021-10-15,42,2021,10,4,Clothing,West,30,2683.67,85,0
2021-10-15,42,2021,10,4,Clothing,Central,37,2793.2,85,0
2021-10-15,42,2021,10,4,Home_Appliances,North,15,2877.45,320,0
2021-10-15,42,2021,10,4,Home_Appliances,South,8,2336.06,320,0
2021-10-15,42,2021,10,4,Home_Appliances,East,6,2438.83,320,0
2021-10-15,42,2021,10,4,Home_Appliances,West,15,3051.56,320,0
2021-10-15,42,2021,10,4,Home_Appliances,Central,4,2168.42,320,0
2021-10-15,42,2021,10,4,Food_Beverages,North,124,4256.65,35,0
2021-10-15,42,2021,10,4,Food_Beverages,South,80,3214.02,35,0
2021-10-15,42,2021,10,4,Food_Beverages,East,104,3886.83,35,0
2021-10-15,42,2021,10,4,Food_Beverages,West,127,4480.83,35,0
2021-10-15,42,2021,10,4,Food_Beverages,Central,102,3337.54,35,0
2021-10-15,42,2021,10,4,Furniture,North,4,1664.59,580,0
2021-10-15,42,2021,10,4,Furniture,South,1,1478.41,580,0
2021-10-15,42,2021,10,4,Furniture,East,2,1676.2,580,0
2021-10-15,42,2021,10,4,Furniture,West,1,1853.61,580,0
2021-10-15,42,2021,10,4,Furniture,Central,6,1143.41,580,0
2021-10-22,43,2021,10,4,Electronics,North,6,5109.34,450,0
2021-10-22,43,2021,10,4,Electronics,South,14,3934.72,450,0
2021-10-22,43,2021,10,4,Electronics,East,17,4257.61,450,0
2021-10-22,43,2021,10,4,Electronics,West,14,5049.33,450,0
2021-10-22,43,2021,10,4,Electronics,Central,11,3925.74,450,0
2021-10-22,43,2021,10,4,Clothing,North,29,2613.35,85,0
2021-10-22,43,2021,10,4,Clothing,South,22,2379.58,85,0
2021-10-22,43,2021,10,4,Clothing,East,30,2797.01,85,0
2021-10-22,43,2021,10,4,Clothing,West,29,2938.52,85,0
2021-10-22,43,2021,10,4,Clothing,Central,18,1630.08,85,0
2021-10-22,43,2021,10,4,Home_Appliances,North,13,2974.56,320,0
2021-10-22,43,2021,10,4,Home_Appliances,South,5,2148.36,320,0
2021-10-22,43,2021,10,4,Home_Appliances,East,10,2383.26,320,0
2021-10-22,43,2021,10,4,Home_Appliances,West,13,2482.42,320,0
2021-10-22,43,2021,10,4,Home_Appliances,Central,10,2182.02,320,0
2021-10-22,43,2021,10,4,Food_Beverages,North,121,4257.05,35,0
2021-10-22,43,2021,10,4,Food_Beverages,South,110,3770.68,35,0
2021-10-22,43,2021,10,4,Food_Beverages,East,106,3816.32,35,0
2021-10-22,43,2021,10,4,Food_Beverages,West,136,4523.58,35,0
2021-10-22,43,2021,10,4,Food_Beverages,Central,77,2971.73,35,0
2021-10-22,43,2021,10,4,Furniture,North,2,1535.56,580,0
2021-10-22,43,2021,10,4,Furniture,South,3,1329.89,580,0
2021-10-22,43,2021,10,4,Furniture,East,9,1420.11,580,0
2021-10-22,43,2021,10,4,Furniture,West,1,1461.48,580,0
2021-10-22,43,2021,10,4,Furniture,Central,1,1227.8,580,0
2021-10-29,44,2021,10,4,Electronics,North,18,4574.36,450,0
2021-10-29,44,2021,10,4,Electronics,South,10,4019.68,450,0
2021-10-29,44,2021,10,4,Electronics,East,5,3929.51,450,0
2021-10-29,44,2021,10,4,Electronics,West,9,4916.86,450,0
2021-10-29,44,2021,10,4,Electronics,Central,12,4312.87,450,0
2021-10-29,44,2021,10,4,Clothing,North,27,2238.05,85,0
2021-10-29,44,2021,10,4,Clothing,South,32,2282.81,85,0
2021-10-29,44,2021,10,4,Clothing,East,27,2770.27,85,0
2021-10-29,44,2021,10,4,Clothing,West,23,2537.9,85,0
2021-10-29,44,2021,10,4,Clothing,Central,25,1993.22,85,0
2021-10-29,44,2021,10,4,Home_Appliances,North,7,2507.67,320,0
2021-10-29,44,2021,10,4,Home_Appliances,South,6,1931.2,320,0
2021-10-29,44,2021,10,4,Home_Appliances,East,16,2038.16,320,0
2021-10-29,44,2021,10,4,Home_Appliances,West,7,2198.68,320,0
2021-10-29,44,2021,10,4,Home_Appliances,Central,7,2294.88,320,0
2021-10-29,44,2021,10,4,Food_Beverages,North,110,3923.69,35,0
2021-10-29,44,2021,10,4,Food_Beverages,South,103,3383.43,35,0
2021-10-29,44,2021,10,4,Food_Beverages,East,96,3095.59,35,0
2021-10-29,44,2021,10,4,Food_Beverages,West,109,3891.06,35,0
2021-10-29,44,2021,10,4,Food_Beverages,Central,92,3122.69,35,0
2021-10-29,44,2021,10,4,Furniture,North,4,1220.42,580,0
2021-10-29,44,2021,10,4,Furniture,South,1,1462.54,580,0
2021-10-29,44,2021,10,4,Furniture,East,1,1370.77,580,0
2021-10-29,44,2021,10,4,Furniture,West,2,1591.69,580,0
2021-10-29,44,2021,10,4,Furniture,Central,4,1078.46,580,0
2021-11-05,45,2021,11,4,Electronics,North,12,5861.4,450,0
2021-11-05,45,2021,11,4,Electronics,South,4,4726.7,450,0
2021-11-05,45,2021,11,4,Electronics,East,12,4523.47,450,0
2021-11-05,45,2021,11,4,Electronics,West,15,6200.55,450,0
2021-11-05,45,2021,11,4,Electronics,Central,9,4079.95,450,0
2021-11-05,45,2021,11,4,Clothing,North,33,2572.35,85,0
2021-11-05,45,2021,11,4,Clothing,South,29,2692.51,85,0
2021-11-05,45,2021,11,4,Clothing,East,32,2629.07,85,0
2021-11-05,45,2021,11,4,Clothing,West,35,3028.76,85,0
2021-11-05,45,2021,11,4,Clothing,Central,32,2854.12,85,0
2021-11-05,45,2021,11,4,Home_Appliances,North,4,2528.63,320,0
2021-11-05,45,2021,11,4,Home_Appliances,South,6,2394.55,320,0
2021-11-05,45,2021,11,4,Home_Appliances,East,13,2352.23,320,0
2021-11-05,45,2021,11,4,Home_Appliances,West,6,3120.61,320,0
2021-11-05,45,2021,11,4,Home_Appliances,Central,10,1754.21,320,0
2021-11-05,45,2021,11,4,Food_Beverages,North,117,3970.28,35,0
2021-11-05,45,2021,11,4,Food_Beverages,South,89,2987.65,35,0
2021-11-05,45,2021,11,4,Food_Beverages,East,106,3611.36,35,0
2021-11-05,45,2021,11,4,Food_Beverages,West,125,4574.78,35,0
2021-11-05,45,2021,11,4,Food_Beverages,Central,97,3297.41,35,0
2021-11-05,45,2021,11,4,Furniture,North,5,1590.99,580,0
2021-11-05,45,2021,11,4,Furniture,South,1,1600.24,580,0
2021-11-05,45,2021,11,4,Furniture,East,3,1700.61,580,0
2021-11-05,45,2021,11,4,Furniture,West,1,1613.91,580,0
2021-11-05,45,2021,11,4,Furniture,Central,6,1268.63,580,0
2021-11-12,46,2021,11,4,Electronics,North,19,5599.45,450,0
2021-11-12,46,2021,11,4,Electronics,South,9,4299.48,450,0
2021-11-12,46,2021,11,4,Electronics,East,12,4892.67,450,0
2021-11-12,46,2021,11,4,Electronics,West,12,6518.9,450,0
2021-11-12,46,2021,11,4,Electronics,Central,8,3581.42,450,0
2021-11-12,46,2021,11,4,Clothing,North,41,3356.79,85,0
2021-11-12,46,2021,11,4,Clothing,South,31,3105.11,85,0
2021-11-12,46,2021,11,4,Clothing,East,44,3267.41,85,0
2021-11-12,46,2021,11,4,Clothing,West,38,3120.75,85,0
2021-11-12,46,2021,11,4,Clothing,Central,29,2539.7,85,0
2021-11-12,46,2021,11,4,Home_Appliances,North,6,2969.18,320,0
2021-11-12,46,2021,11,4,Home_Appliances,South,7,2369.1,320,0
2021-11-12,46,2021,11,4,Home_Appliances,East,2,2550.4,320,0
2021-11-12,46,2021,11,4,Home_Appliances,West,4,3299.13,320,0
2021-11-12,46,2021,11,4,Home_Appliances,Central,10,2505.7,320,0
2021-11-12,46,2021,11,4,Food_Beverages,North,106,3848.56,35,0
2021-11-12,46,2021,11,4,Food_Beverages,South,114,4182.82,35,0
2021-11-12,46,2021,11,4,Food_Beverages,East,118,4052.17,35,0
2021-11-12,46,2021,11,4,Food_Beverages,West,143,5051.58,35,0
2021-11-12,46,2021,11,4,Food_Beverages,Central,104,3409.47,35,0
2021-11-12,46,2021,11,4,Furniture,North,8,1958.32,580,0
2021-11-12,46,2021,11,4,Furniture,South,1,1521.3,580,0
2021-11-12,46,2021,11,4,Furniture,East,5,1570.47,580,0
2021-11-12,46,2021,11,4,Furniture,West,10,1958.92,580,0
2021-11-12,46,2021,11,4,Furniture,Central,1,1509.59,580,0
2021-11-19,47,2021,11,4,Electronics,North,7,5804.46,450,0
2021-11-19,47,2021,11,4,Electronics,South,11,4495.95,450,0
2021-11-19,47,2021,11,4,Electronics,East,28,5937.23,450,0
2021-11-19,47,2021,11,4,Electronics,West,12,6115.79,450,0
2021-11-19,47,2021,11,4,Electronics,Central,14,4618.63,450,0
2021-11-19,47,2021,11,4,Clothing,North,43,2971.35,85,0
2021-11-19,47,2021,11,4,Clothing,South,34,2687.85,85,0
2021-11-19,47,2021,11,4,Clothing,East,38,3069.57,85,0
2021-11-19,47,2021,11,4,Clothing,West,38,3526.77,85,0
2021-11-19,47,2021,11,4,Clothing,Central,22,2360.08,85,0
2021-11-19,47,2021,11,4,Home_Appliances,North,12,2833.3,320,0
2021-11-19,47,2021,11,4,Home_Appliances,South,16,2462.58,320,0
2021-11-19,47,2021,11,4,Home_Appliances,East,11,2619.49,320,0
2021-11-19,47,2021,11,4,Home_Appliances,West,6,2776.64,320,0
2021-11-19,47,2021,11,4,Home_Appliances,Central,11,2385.34,320,0
2021-11-19,47,2021,11,4,Food_Beverages,North,119,4194.21,35,0
2021-11-19,47,2021,11,4,Food_Beverages,South,90,3217.8,35,0
2021-11-19,47,2021,11,4,Food_Beverages,East,127,4378.28,35,0
2021-11-19,47,2021,11,4,Food_Beverages,West,138,4838.34,35,0
2021-11-19,47,2021,11,4,Food_Beverages,Central,97,3510.86,35,0
2021-11-19,47,2021,11,4,Furniture,North,5,1745.69,580,0
2021-11-19,47,2021,11,4,Furniture,South,1,1494.26,580,0
2021-11-19,47,2021,11,4,Furniture,East,7,1327.89,580,0
2021-11-19,47,2021,11,4,Furniture,West,1,1755.44,580,0
2021-11-19,47,2021,11,4,Furniture,Central,1,1442.89,580,0
2021-11-26,48,2021,11,4,Electronics,North,15,5553.63,450,0
2021-11-26,48,2021,11,4,Electronics,South,3,4703.58,450,0
2021-11-26,48,2021,11,4,Electronics,East,13,5381.27,450,0
2021-11-26,48,2021,11,4,Electronics,West,12,5448.28,450,0
2021-11-26,48,2021,11,4,Electronics,Central,9,3486.5,450,0
2021-11-26,48,2021,11,4,Clothing,North,23,2607.17,85,0
2021-11-26,48,2021,11,4,Clothing,South,30,2099.64,85,0
2021-11-26,48,2021,11,4,Clothing,East,37,2573.46,85,0
2021-11-26,48,2021,11,4,Clothing,West,26,2985.1,85,0
2021-11-26,48,2021,11,4,Clothing,Central,30,2067.3,85,0
2021-11-26,48,2021,11,4,Home_Appliances,North,5,2567.41,320,0
2021-11-26,48,2021,11,4,Home_Appliances,South,9,2276.24,320,0
2021-11-26,48,2021,11,4,Home_Appliances,East,15,2703.95,320,0
2021-11-26,48,2021,11,4,Home_Appliances,West,2,2762.87,320,0
2021-11-26,48,2021,11,4,Home_Appliances,Central,7,2043.43,320,0
2021-11-26,48,2021,11,4,Food_Beverages,North,105,3872.66,35,0
2021-11-26,48,2021,11,4,Food_Beverages,South,106,3720.93,35,0
2021-11-26,48,2021,11,4,Food_Beverages,East,110,4001.51,35,0
2021-11-26,48,2021,11,4,Food_Beverages,West,123,4487.43,35,0
2021-11-26,48,2021,11,4,Food_Beverages,Central,111,3705.73,35,0
2021-11-26,48,2021,11,4,Furniture,North,1,1356.71,580,0
2021-11-26,48,2021,11,4,Furniture,South,1,1183.45,580,0
2021-11-26,48,2021,11,4,Furniture,East,1,1496.5,580,0
2021-11-26,48,2021,11,4,Furniture,West,1,1611.11,580,0
2021-11-26,48,2021,11,4,Furniture,Central,2,1316.17,580,0
2021-12-03,49,2021,12,4,Electronics,North,17,7589.87,450,1
2021-12-03,49,2021,12,4,Electronics,South,13,6585.54,450,1
2021-12-03,49,2021,12,4,Electronics,East,24,8189.83,450,1
2021-12-03,49,2021,12,4,Electronics,West,22,8074.97,450,1
2021-12-03,49,2021,12,4,Electronics,Central,9,6770.66,450,1
2021-12-03,49,2021,12,4,Clothing,North,63,4778.83,85,1
2021-12-03,49,2021,12,4,Clothing,South,38,3688.05,85,1
2021-12-03,49,2021,12,4,Clothing,East,55,4618.28,85,1
2021-12-03,49,2021,12,4,Clothing,West,62,5131.25,85,1
2021-12-03,49,2021,12,4,Clothing,Central,38,3842.94,85,1
2021-12-03,49,2021,12,4,Home_Appliances,North,19,4229.63,320,1
2021-12-03,49,2021,12,4,Home_Appliances,South,10,3426.08,320,1
2021-12-03,49,2021,12,4,Home_Appliances,East,13,3531.21,320,1
2021-12-03,49,2021,12,4,Home_Appliances,West,13,4500.04,320,1
2021-12-03,49,2021,12,4,Home_Appliances,Central,9,3514.1,320,1
2021-12-03,49,2021,12,4,Food_Beverages,North,176,6349.08,35,1
2021-12-03,49,2021,12,4,Food_Beverages,South,151,5319.72,35,1
2021-12-03,49,2021,12,4,Food_Beverages,East,168,5960.12,35,1
2021-12-03,49,2021,12,4,Food_Beverages,West,195,6687.09,35,1
2021-12-03,49,2021,12,4,Food_Beverages,Central,132,4907.11,35,1
2021-12-03,49,2021,12,4,Furniture,North,11,2632.27,580,1
2021-12-03,49,2021,12,4,Furniture,South,6,1936.93,580,1
2021-12-03,49,2021,12,4,Furniture,East,5,2251.86,580,1
2021-12-03,49,2021,12,4,Furniture,West,3,2677.84,580,1
2021-12-03,49,2021,12,4,Furniture,Central,1,1887.85,580,1
2021-12-10,50,2021,12,4,Electronics,North,13,8069.94,450,1
2021-12-10,50,2021,12,4,Electronics,South,12,7259.13,450,1
2021-12-10,50,2021,12,4,Electronics,East,25,8325.77,450,1
2021-12-10,50,2021,12,4,Electronics,West,21,8971.35,450,1
2021-12-10,50,2021,12,4,Electronics,Central,18,7102.4,450,1
2021-12-10,50,2021,12,4,Clothing,North,62,5015.37,85,1
2021-12-10,50,2021,12,4,Clothing,South,45,4431.45,85,1
2021-12-10,50,2021,12,4,Clothing,East,63,4978.6,85,1
2021-12-10,50,2021,12,4,Clothing,West,62,5268.24,85,1
2021-12-10,50,2021,12,4,Clothing,Central,48,4252.57,85,1
2021-12-10,50,2021,12,4,Home_Appliances,North,26,4561.55,320,1
2021-12-10,50,2021,12,4,Home_Appliances,South,4,3596.99,320,1
2021-12-10,50,2021,12,4,Home_Appliances,East,16,4210.13,320,1
2021-12-10,50,2021,12,4,Home_Appliances,West,21,4695.96,320,1
2021-12-10,50,2021,12,4,Home_Appliances,Central,13,3288.88,320,1
2021-12-10,50,2021,12,4,Food_Beverages,North,185,6205.59,35,1
2021-12-10,50,2021,12,4,Food_Beverages,South,172,6164.42,35,1
2021-12-10,50,2021,12,4,Food_Beverages,East,173,5932.72,35,1
2021-12-10,50,2021,12,4,Food_Beverages,West,195,6857.36,35,1
2021-12-10,50,2021,12,4,Food_Beverages,Central,140,5244.05,35,1
2021-12-10,50,2021,12,4,Furniture,North,1,2607.71,580,1
2021-12-10,50,2021,12,4,Furniture,South,11,2194.38,580,1
2021-12-10,50,2021,12,4,Furniture,East,8,2339.99,580,1
2021-12-10,50,2021,12,4,Furniture,West,3,2813.11,580,1
2021-12-10,50,2021,12,4,Furniture,Central,5,2229.79,580,1
2021-12-17,51,2021,12,4,Electronics,North,23,8437.35,450,1
2021-12-17,51,2021,12,4,Electronics,South,12,6957.16,450,1
2021-12-17,51,2021,12,4,Electronics,East,12,7401.9,450,1
2021-12-17,51,2021,12,4,Electronics,West,28,10135.02,450,1
2021-12-17,51,2021,12,4,Electronics,Central,7,6176.11,450,1
2021-12-17,51,2021,12,4,Clothing,North,60,4938.73,85,1
2021-12-17,51,2021,12,4,Clothing,South,49,4297.12,85,1
2021-12-17,51,2021,12,4,Clothing,East,55,4573.74,85,1
2021-12-17,51,2021,12,4,Clothing,West,51,5282.15,85,1
2021-12-17,51,2021,12,4,Clothing,Central,41,3891.0,85,1
2021-12-17,51,2021,12,4,Home_Appliances,North,28,4250.77,320,1
2021-12-17,51,2021,12,4,Home_Appliances,South,10,3714.35,320,1
2021-12-17,51,2021,12,4,Home_Appliances,East,15,4208.46,320,1
2021-12-17,51,2021,12,4,Home_Appliances,West,17,4682.99,320,1
2021-12-17,51,2021,12,4,Home_Appliances,Central,6,3860.54,320,1
2021-12-17,51,2021,12,4,Food_Beverages,North,179,6454.94,35,1
2021-12-17,51,2021,12,4,Food_Beverages,South,156,5621.59,35,1
2021-12-17,51,2021,12,4,Food_Beverages,East,166,5883.3,35,1
2021-12-17,51,2021,12,4,Food_Beverages,West,209,7188.67,35,1
2021-12-17,51,2021,12,4,Food_Beverages,Central,136,4758.68,35,1
